Sentence_ID,Sentence_F1,Word,True_Label,Pred_Label,Full_Sentence_Text
1027,0.15,准,0,2,准 备 好 图 中 所 有 食 材 。
1027,0.15,备,0,2,
1027,0.15,好,0,0,
1027,0.15,图,0,0,
1027,0.15,中,0,0,
1027,0.15,所,0,0,
1027,0.15,有,0,0,
1027,0.15,食,0,1,
1027,0.15,材,0,1,
1027,0.15,。,0,0,
505,0.1667,就,0,0,就 是 这 样 子 的 状 态 。
505,0.1667,是,0,0,
505,0.1667,这,4,0,
505,0.1667,样,4,0,
505,0.1667,子,4,0,
505,0.1667,的,4,0,
505,0.1667,状,4,0,
505,0.1667,态,4,0,
505,0.1667,。,0,0,
512,0.1684,就,0,0,就 是 这 样 子 的 稀 面 糊 的 状 态 哈 。
512,0.1684,是,0,0,
512,0.1684,这,0,0,
512,0.1684,样,0,0,
512,0.1684,子,0,0,
512,0.1684,的,0,0,
512,0.1684,稀,4,1,
512,0.1684,面,4,1,
512,0.1684,糊,4,1,
512,0.1684,的,4,0,
512,0.1684,状,4,0,
512,0.1684,态,4,0,
512,0.1684,哈,0,0,
512,0.1684,。,0,0,
125,0.1778,尽,0,0,尽 量 不 要 重 叠 ， 每 块 肉 都 贴 着 锅 底 。
125,0.1778,量,0,0,
125,0.1778,不,0,0,
125,0.1778,要,0,0,
125,0.1778,重,2,0,
125,0.1778,叠,2,0,
125,0.1778,，,0,0,
125,0.1778,每,3,3,
125,0.1778,块,3,1,
125,0.1778,肉,1,1,
125,0.1778,都,0,0,
125,0.1778,贴,2,4,
125,0.1778,着,2,0,
125,0.1778,锅,4,5,
125,0.1778,底,4,0,
125,0.1778,。,0,0,
503,0.2,调,2,2,调 成 水 面 糊 状 态 。
503,0.2,成,2,0,
503,0.2,水,4,1,
503,0.2,面,4,1,
503,0.2,糊,4,1,
503,0.2,状,4,0,
503,0.2,态,4,0,
503,0.2,。,0,0,
480,0.2143,全,1,0,全 部 重 新 继 续 破 壁 机 打 。
480,0.2143,部,1,0,
480,0.2143,重,0,0,
480,0.2143,新,0,0,
480,0.2143,继,0,0,
480,0.2143,续,0,0,
480,0.2143,破,5,2,
480,0.2143,壁,5,2,
480,0.2143,机,5,2,
480,0.2143,打,2,2,
480,0.2143,。,0,0,
105,0.2308,三,8,0,三 卷 起 来 ， 完 美 ！
105,0.2308,卷,8,2,
105,0.2308,起,0,0,
105,0.2308,来,0,0,
105,0.2308,，,0,0,
105,0.2308,完,0,0,
105,0.2308,美,0,0,
105,0.2308,！,0,0,
621,0.2308,平,0,0,平 时 吃 的 时 候 拿 出 煮 ， 非 常 方 便 。
621,0.2308,时,0,0,
621,0.2308,吃,0,0,
621,0.2308,的,0,0,
621,0.2308,时,0,0,
621,0.2308,候,0,0,
621,0.2308,拿,0,2,
621,0.2308,出,0,2,
621,0.2308,煮,2,5,
621,0.2308,，,0,0,
621,0.2308,非,0,0,
621,0.2308,常,0,0,
621,0.2308,方,0,0,
621,0.2308,便,0,0,
621,0.2308,。,0,0,
791,0.2308,煮,5,2,煮 深 也 方 便 得 很 ！
791,0.2308,深,0,4,
791,0.2308,也,0,0,
791,0.2308,方,0,0,
791,0.2308,便,0,0,
791,0.2308,得,0,0,
791,0.2308,很,0,0,
791,0.2308,！,0,0,
554,0.2424,正,0,0,正 好 下 午 茶 啦 。
554,0.2424,好,0,0,
554,0.2424,下,1,0,
554,0.2424,午,1,0,
554,0.2424,茶,1,0,
554,0.2424,啦,0,0,
554,0.2424,。,0,0,
272,0.2492,上,7,0,上 下 左 右 旋 转 的 擀 薄 ， 尽 量 擀 匀 ， 差 不 多 硬 币 那 么 后 就 可 以 了 。
272,0.2492,下,7,0,
272,0.2492,左,7,0,
272,0.2492,右,7,0,
272,0.2492,旋,7,0,
272,0.2492,转,7,0,
272,0.2492,的,0,0,
272,0.2492,擀,2,2,
272,0.2492,薄,4,4,
272,0.2492,，,0,0,
272,0.2492,尽,0,0,
272,0.2492,量,0,0,
272,0.2492,擀,2,2,
272,0.2492,匀,4,2,
272,0.2492,，,0,0,
272,0.2492,差,0,0,
272,0.2492,不,0,0,
272,0.2492,多,0,0,
272,0.2492,硬,4,1,
272,0.2492,币,4,1,
272,0.2492,那,4,0,
272,0.2492,么,4,0,
272,0.2492,后,4,0,
272,0.2492,就,0,0,
272,0.2492,可,0,0,
272,0.2492,以,0,0,
272,0.2492,了,0,0,
272,0.2492,。,0,0,
274,0.2492,上,7,0,上 下 左 右 旋 转 的 擀 厚 ， 尽 量 擀 匀 ， 差 不 多 硬 币 那 么 后 就 可 以 了 。
274,0.2492,下,7,0,
274,0.2492,左,7,0,
274,0.2492,右,7,0,
274,0.2492,旋,7,0,
274,0.2492,转,7,0,
274,0.2492,的,0,0,
274,0.2492,擀,2,2,
274,0.2492,厚,4,4,
274,0.2492,，,0,0,
274,0.2492,尽,0,0,
274,0.2492,量,0,0,
274,0.2492,擀,2,2,
274,0.2492,匀,4,2,
274,0.2492,，,0,0,
274,0.2492,差,0,0,
274,0.2492,不,0,0,
274,0.2492,多,0,0,
274,0.2492,硬,4,1,
274,0.2492,币,4,1,
274,0.2492,那,4,0,
274,0.2492,么,4,0,
274,0.2492,后,4,0,
274,0.2492,就,0,0,
274,0.2492,可,0,0,
274,0.2492,以,0,0,
274,0.2492,了,0,0,
274,0.2492,。,0,0,
433,0.25,一,0,0,一 直 到 炒 熟 。
433,0.25,直,0,0,
433,0.25,到,0,0,
433,0.25,炒,2,4,
433,0.25,熟,4,4,
433,0.25,。,0,0,
434,0.25,一,0,0,一 直 到 炒 熟 。
434,0.25,直,0,0,
434,0.25,到,0,0,
434,0.25,炒,2,4,
434,0.25,熟,4,4,
434,0.25,。,0,0,
822,0.2564,酥,0,4,酥 香 鲜 美 ， 口 感 绵 密 ， 颗 粒 感 明 显 。
822,0.2564,香,0,4,
822,0.2564,鲜,0,0,
822,0.2564,美,0,4,
822,0.2564,，,0,0,
822,0.2564,口,0,0,
822,0.2564,感,0,0,
822,0.2564,绵,0,0,
822,0.2564,密,0,0,
822,0.2564,，,0,0,
822,0.2564,颗,0,4,
822,0.2564,粒,0,0,
822,0.2564,感,0,4,
822,0.2564,明,0,0,
822,0.2564,显,0,4,
822,0.2564,。,0,0,
98,0.2593,只,0,0,只 此 青 绿 春 饼 便 完 成 了 。
98,0.2593,此,0,0,
98,0.2593,青,0,1,
98,0.2593,绿,0,1,
98,0.2593,春,0,1,
98,0.2593,饼,0,1,
98,0.2593,便,0,0,
98,0.2593,完,0,0,
98,0.2593,成,0,0,
98,0.2593,了,0,0,
98,0.2593,。,0,0,
346,0.2609,开,0,0,开 胃 爽 口 的 凉 拌 裙 带 菜 出 品 啦 。
346,0.2609,胃,0,0,
346,0.2609,爽,0,0,
346,0.2609,口,0,0,
346,0.2609,的,0,0,
346,0.2609,凉,0,1,
346,0.2609,拌,0,1,
346,0.2609,裙,0,1,
346,0.2609,带,0,1,
346,0.2609,菜,0,1,
346,0.2609,出,0,0,
346,0.2609,品,0,0,
346,0.2609,啦,0,0,
346,0.2609,。,0,0,
479,0.2667,我,0,0,我 又 较 劲 了 。
479,0.2667,又,0,0,
479,0.2667,较,0,2,
479,0.2667,劲,0,2,
479,0.2667,了,0,0,
479,0.2667,。,0,0,
126,0.2778,尽,0,0,尽 量 不 要 重 叠 ， 每 颗 肉 都 贴 着 锅 底 。
126,0.2778,量,0,0,
126,0.2778,不,0,0,
126,0.2778,要,0,0,
126,0.2778,重,2,0,
126,0.2778,叠,2,0,
126,0.2778,，,0,0,
126,0.2778,每,3,3,
126,0.2778,颗,3,3,
126,0.2778,肉,1,1,
126,0.2778,都,0,0,
126,0.2778,贴,2,4,
126,0.2778,着,2,0,
126,0.2778,锅,4,5,
126,0.2778,底,4,0,
126,0.2778,。,0,0,
580,0.2885,把,0,2,把 菠 菜 放 入 开 水 烫 一 下 ， 约 有 百 分 之 八 十 的 草 酸 溶 解 在 水 里 ， 能 减 少 草 酸 的 破 坏 作 用 ） 。
580,0.2885,菠,1,1,
580,0.2885,菜,1,1,
580,0.2885,放,0,2,
580,0.2885,入,0,2,
580,0.2885,开,1,1,
580,0.2885,水,1,1,
580,0.2885,烫,2,2,
580,0.2885,一,0,0,
580,0.2885,下,0,0,
580,0.2885,，,0,0,
580,0.2885,约,0,0,
580,0.2885,有,0,0,
580,0.2885,百,0,3,
580,0.2885,分,0,3,
580,0.2885,之,0,3,
580,0.2885,八,0,3,
580,0.2885,十,0,3,
580,0.2885,的,0,0,
580,0.2885,草,0,1,
580,0.2885,酸,0,1,
580,0.2885,溶,0,8,
580,0.2885,解,0,8,
580,0.2885,在,0,0,
580,0.2885,水,1,1,
580,0.2885,里,0,0,
580,0.2885,，,0,0,
580,0.2885,能,0,0,
580,0.2885,减,0,0,
580,0.2885,少,0,0,
580,0.2885,草,0,1,
580,0.2885,酸,0,1,
580,0.2885,的,0,0,
580,0.2885,破,0,8,
580,0.2885,坏,0,8,
580,0.2885,作,0,0,
580,0.2885,用,0,0,
580,0.2885,）,0,0,
580,0.2885,。,0,0,
508,0.2917,反,0,4,反 光 都 厉 害 一 点 的 。
508,0.2917,光,0,4,
508,0.2917,都,0,0,
508,0.2917,厉,0,0,
508,0.2917,害,0,0,
508,0.2917,一,0,0,
508,0.2917,点,0,0,
508,0.2917,的,0,0,
508,0.2917,。,0,0,
544,0.2917,不,0,0,不 用 特 别 讲 究 形 状 。
544,0.2917,用,0,0,
544,0.2917,特,0,0,
544,0.2917,别,0,0,
544,0.2917,讲,0,0,
544,0.2917,究,0,0,
544,0.2917,形,0,1,
544,0.2917,状,0,1,
544,0.2917,。,0,0,
573,0.2941,补,0,0,补 充 优 质 蛋 白 ， 小 朋 友 们 都 会 爱 这 个 菜 的 ！
573,0.2941,充,0,0,
573,0.2941,优,0,1,
573,0.2941,质,0,1,
573,0.2941,蛋,0,1,
573,0.2941,白,0,1,
573,0.2941,，,0,0,
573,0.2941,小,0,0,
573,0.2941,朋,0,0,
573,0.2941,友,0,0,
573,0.2941,们,0,0,
573,0.2941,都,0,0,
573,0.2941,会,0,0,
573,0.2941,爱,0,0,
573,0.2941,这,0,0,
573,0.2941,个,0,0,
573,0.2941,菜,0,0,
573,0.2941,的,0,0,
573,0.2941,！,0,0,
83,0.2963,更,0,0,更 新 记 录 一 下 春 饼 版 的 只 此 青 绿 。
83,0.2963,新,0,0,
83,0.2963,记,0,0,
83,0.2963,录,0,0,
83,0.2963,一,0,0,
83,0.2963,下,0,0,
83,0.2963,春,0,0,
83,0.2963,饼,0,4,
83,0.2963,版,0,0,
83,0.2963,的,0,0,
83,0.2963,只,0,0,
83,0.2963,此,0,0,
83,0.2963,青,0,4,
83,0.2963,绿,0,4,
83,0.2963,。,0,0,
466,0.2963,牙,0,0,牙 口 好 的 可 以 凑 合 了 。
466,0.2963,口,0,1,
466,0.2963,好,0,4,
466,0.2963,的,0,0,
466,0.2963,可,0,0,
466,0.2963,以,0,0,
466,0.2963,凑,0,0,
466,0.2963,合,0,0,
466,0.2963,了,0,0,
466,0.2963,。,0,0,
247,0.2979,外,0,4,外 皮 酥 ， 里 面 软 ， 跟 早 餐 店 卖 的 差 不 多 ， 家 里 人 都 喜 欢 吃 。
247,0.2979,皮,0,4,
247,0.2979,酥,0,4,
247,0.2979,，,0,0,
247,0.2979,里,0,0,
247,0.2979,面,0,4,
247,0.2979,软,0,4,
247,0.2979,，,0,0,
247,0.2979,跟,0,0,
247,0.2979,早,0,0,
247,0.2979,餐,0,0,
247,0.2979,店,0,0,
247,0.2979,卖,0,0,
247,0.2979,的,0,0,
247,0.2979,差,0,0,
247,0.2979,不,0,0,
247,0.2979,多,0,0,
247,0.2979,，,0,0,
247,0.2979,家,0,0,
247,0.2979,里,0,0,
247,0.2979,人,0,0,
247,0.2979,都,0,0,
247,0.2979,喜,0,0,
247,0.2979,欢,0,0,
247,0.2979,吃,0,0,
247,0.2979,。,0,0,
151,0.3095,注,0,0,注 意 千 万 不 要 炒 过 头 ， 会 发 苦 。
151,0.3095,意,0,0,
151,0.3095,千,0,0,
151,0.3095,万,0,0,
151,0.3095,不,0,0,
151,0.3095,要,0,0,
151,0.3095,炒,2,2,
151,0.3095,过,6,0,
151,0.3095,头,6,0,
151,0.3095,，,0,0,
151,0.3095,会,0,0,
151,0.3095,发,4,0,
151,0.3095,苦,4,4,
151,0.3095,。,0,0,
273,0.3179,上,7,0,上 下 左 右 旋 转 的 擀 薄 ， 尽 量 擀 坯 ， 差 不 多 硬 币 那 么 后 就 可 以 了 。
273,0.3179,下,7,0,
273,0.3179,左,7,0,
273,0.3179,右,7,0,
273,0.3179,旋,7,0,
273,0.3179,转,7,0,
273,0.3179,的,0,0,
273,0.3179,擀,2,2,
273,0.3179,薄,4,4,
273,0.3179,，,0,0,
273,0.3179,尽,0,0,
273,0.3179,量,0,0,
273,0.3179,擀,2,2,
273,0.3179,坯,4,4,
273,0.3179,，,0,0,
273,0.3179,差,0,0,
273,0.3179,不,0,0,
273,0.3179,多,0,0,
273,0.3179,硬,4,1,
273,0.3179,币,4,1,
273,0.3179,那,4,0,
273,0.3179,么,4,0,
273,0.3179,后,4,0,
273,0.3179,就,0,0,
273,0.3179,可,0,0,
273,0.3179,以,0,0,
273,0.3179,了,0,0,
273,0.3179,。,0,0,
399,0.3214,然,0,0,然 后 从 一 侧 卷 起 来 ， 尾 部 收 到 卷 卷 下 面 压 紧 。
399,0.3214,后,0,0,
399,0.3214,从,0,0,
399,0.3214,一,0,1,
399,0.3214,侧,0,1,
399,0.3214,卷,2,2,
399,0.3214,起,0,0,
399,0.3214,来,0,0,
399,0.3214,，,0,0,
399,0.3214,尾,1,1,
399,0.3214,部,1,1,
399,0.3214,收,0,2,
399,0.3214,到,0,2,
399,0.3214,卷,1,5,
399,0.3214,卷,1,5,
399,0.3214,下,0,0,
399,0.3214,面,0,0,
399,0.3214,压,0,2,
399,0.3214,紧,0,2,
399,0.3214,。,0,0,
510,0.3254,今,0,0,今 天 在 我 家 老 太 太 家 做 美 味 的 。
510,0.3254,天,0,0,
510,0.3254,在,0,0,
510,0.3254,我,0,0,
510,0.3254,家,0,0,
510,0.3254,老,0,0,
510,0.3254,太,0,0,
510,0.3254,太,0,0,
510,0.3254,家,0,0,
510,0.3254,做,2,2,
510,0.3254,美,4,1,
510,0.3254,味,4,1,
510,0.3254,的,0,1,
510,0.3254,。,0,0,
511,0.3254,今,0,0,今 天 在 我 家 老 太 太 家 做 美 味 的 。
511,0.3254,天,0,0,
511,0.3254,在,0,0,
511,0.3254,我,0,0,
511,0.3254,家,0,0,
511,0.3254,老,0,0,
511,0.3254,太,0,0,
511,0.3254,太,0,0,
511,0.3254,家,0,0,
511,0.3254,做,2,2,
511,0.3254,美,4,1,
511,0.3254,味,4,1,
511,0.3254,的,0,1,
511,0.3254,。,0,0,
104,0.3333,卷,8,2,卷 起 来 ， 完 美 ！
104,0.3333,起,0,0,
104,0.3333,来,0,0,
104,0.3333,，,0,0,
104,0.3333,完,0,0,
104,0.3333,美,0,0,
104,0.3333,！,0,0,
106,0.3333,册,8,2,册 起 来 ， 完 美 ！
106,0.3333,起,0,0,
106,0.3333,来,0,0,
106,0.3333,，,0,0,
106,0.3333,完,0,0,
106,0.3333,美,0,0,
106,0.3333,！,0,0,
451,0.3333,好,0,0,好 了 煎 了 。
451,0.3333,了,0,0,
451,0.3333,煎,4,2,
451,0.3333,了,0,0,
451,0.3333,。,0,0,
501,0.3333,加,2,2,加 的 时 候 不 要 一 下 子 太 多 。
501,0.3333,的,0,0,
501,0.3333,时,0,0,
501,0.3333,候,0,0,
501,0.3333,不,0,0,
501,0.3333,要,0,0,
501,0.3333,一,0,0,
501,0.3333,下,0,0,
501,0.3333,子,0,0,
501,0.3333,太,4,3,
501,0.3333,多,4,3,
501,0.3333,。,0,0,
502,0.3333,加,2,2,加 的 时 候 不 要 一 下 子 太 少 。
502,0.3333,的,0,0,
502,0.3333,时,0,0,
502,0.3333,候,0,0,
502,0.3333,不,0,0,
502,0.3333,要,0,0,
502,0.3333,一,0,0,
502,0.3333,下,0,0,
502,0.3333,子,0,0,
502,0.3333,太,4,3,
502,0.3333,少,4,3,
502,0.3333,。,0,0,
522,0.3333,戳,2,2,戳 好 多 小 洞 洞 。
522,0.3333,好,0,0,
522,0.3333,多,0,0,
522,0.3333,小,7,4,
522,0.3333,洞,7,4,
522,0.3333,洞,7,4,
522,0.3333,。,0,0,
556,0.3333,拉,2,2,拉 一 个 条 装 的 。
556,0.3333,一,0,0,
556,0.3333,个,0,3,
556,0.3333,条,0,1,
556,0.3333,装,0,4,
556,0.3333,的,0,0,
556,0.3333,。,0,0,
398,0.3391,叠,0,2,叠 好 后 ， 手 拉 两 端 ， 把 面 伸 长 一 些 。
398,0.3391,好,0,0,
398,0.3391,后,0,0,
398,0.3391,，,0,0,
398,0.3391,手,0,5,
398,0.3391,拉,0,2,
398,0.3391,两,0,5,
398,0.3391,端,0,0,
398,0.3391,，,0,0,
398,0.3391,把,0,2,
398,0.3391,面,1,1,
398,0.3391,伸,0,2,
398,0.3391,长,0,2,
398,0.3391,一,0,0,
398,0.3391,些,0,0,
398,0.3391,。,0,0,
489,0.3526,用,0,0,用 一 把 倒 钩 做 称 量 工 具 。
489,0.3526,一,0,3,
489,0.3526,把,0,3,
489,0.3526,倒,5,5,
489,0.3526,钩,5,5,
489,0.3526,做,0,0,
489,0.3526,称,0,0,
489,0.3526,量,0,7,
489,0.3526,工,0,5,
489,0.3526,具,0,5,
489,0.3526,。,0,0,
397,0.3587,两,1,0,两 手 捏 着 面 片 的 下 端 ， 拉 起 来 ， 从 上 端 开 始 一 层 一 层 叠 起 来 。
397,0.3587,手,1,5,
397,0.3587,捏,2,2,
397,0.3587,着,2,0,
397,0.3587,面,1,1,
397,0.3587,片,1,1,
397,0.3587,的,0,0,
397,0.3587,下,0,1,
397,0.3587,端,0,1,
397,0.3587,，,0,0,
397,0.3587,拉,0,2,
397,0.3587,起,0,0,
397,0.3587,来,0,0,
397,0.3587,，,0,0,
397,0.3587,从,0,0,
397,0.3587,上,0,1,
397,0.3587,端,0,4,
397,0.3587,开,0,0,
397,0.3587,始,0,0,
397,0.3587,一,0,0,
397,0.3587,层,0,0,
397,0.3587,一,0,0,
397,0.3587,层,0,0,
397,0.3587,叠,2,2,
397,0.3587,起,0,0,
397,0.3587,来,0,0,
397,0.3587,。,0,0,
376,0.3611,盛,2,2,盛 到 铺 了 香 菜 的 盘 子 里 。
376,0.3611,到,0,0,
376,0.3611,铺,7,4,
376,0.3611,了,7,4,
376,0.3611,香,7,4,
376,0.3611,菜,7,4,
376,0.3611,的,0,0,
376,0.3611,盘,5,5,
376,0.3611,子,0,5,
376,0.3611,里,0,0,
376,0.3611,。,0,0,
68,0.3667,浅,4,1,浅 绿 色 面 条 搞 好 了 。
68,0.3667,绿,4,1,
68,0.3667,色,4,1,
68,0.3667,面,1,1,
68,0.3667,条,1,1,
68,0.3667,搞,4,0,
68,0.3667,好,4,0,
68,0.3667,了,0,0,
68,0.3667,。,0,0,
114,0.3697,只,0,0,只 是 颜 色 和 咸 度 真 的 都 不 一 样 ， 要 灵 活 调 整 。
114,0.3697,是,0,0,
114,0.3697,颜,4,0,
114,0.3697,色,4,0,
114,0.3697,和,0,0,
114,0.3697,咸,4,0,
114,0.3697,度,4,0,
114,0.3697,真,0,0,
114,0.3697,的,0,0,
114,0.3697,都,0,0,
114,0.3697,不,0,0,
114,0.3697,一,0,0,
114,0.3697,样,0,0,
114,0.3697,，,0,0,
114,0.3697,要,0,0,
114,0.3697,灵,0,0,
114,0.3697,活,0,0,
114,0.3697,调,2,0,
114,0.3697,整,2,2,
114,0.3697,。,0,0,
159,0.3747,干,1,1,干 辣 椒 完 全 可 以 不 放 ， 但 我 觉 得 有 一 点 点 轻 微 的 辣 味 ， 挺 解 腻 的 。
159,0.3747,辣,1,1,
159,0.3747,椒,1,1,
159,0.3747,完,0,0,
159,0.3747,全,0,0,
159,0.3747,可,0,0,
159,0.3747,以,0,0,
159,0.3747,不,2,0,
159,0.3747,放,2,2,
159,0.3747,，,0,0,
159,0.3747,但,0,0,
159,0.3747,我,0,0,
159,0.3747,觉,0,0,
159,0.3747,得,0,0,
159,0.3747,有,0,0,
159,0.3747,一,0,0,
159,0.3747,点,0,0,
159,0.3747,点,0,0,
159,0.3747,轻,0,0,
159,0.3747,微,0,0,
159,0.3747,的,0,0,
159,0.3747,辣,1,4,
159,0.3747,味,0,4,
159,0.3747,，,0,0,
159,0.3747,挺,0,0,
159,0.3747,解,0,0,
159,0.3747,腻,0,0,
159,0.3747,的,0,0,
159,0.3747,。,0,0,
986,0.3796,鸡,1,1,鸡 翅 正 反 面 切 口 ， 香 菇 因 为 比 较 大 ， 就 切 了 条 ， 如 果 小 的 可 以 整 个 入 。
986,0.3796,翅,1,1,
986,0.3796,正,0,4,
986,0.3796,反,0,4,
986,0.3796,面,0,4,
986,0.3796,切,2,2,
986,0.3796,口,2,1,
986,0.3796,，,0,0,
986,0.3796,香,1,1,
986,0.3796,菇,1,1,
986,0.3796,因,0,0,
986,0.3796,为,0,0,
986,0.3796,比,0,3,
986,0.3796,较,0,3,
986,0.3796,大,0,4,
986,0.3796,，,0,0,
986,0.3796,就,0,0,
986,0.3796,切,2,2,
986,0.3796,了,0,0,
986,0.3796,条,1,1,
986,0.3796,，,0,0,
986,0.3796,如,0,0,
